korean_word,note,pos,english_word,translational_equivalence,korean_source1,korean_source2,english_source1,english_source2,cat3_korean,cat3_english,cat13_korean,cat13_english
두근두근,,noun,palpitating,1,Rhee_Ko_2013,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
패닉,,noun,panic,1,Rhee_Ko_2013,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
열정,,noun,passion,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),갈망/그리움 (Desire/Longing)
격정,,noun,passion,1,Park_Min_2005,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),갈망/그리움 (Desire/Longing)
격정적인,,adjective,passionate,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),갈망/그리움 (Desire/Longing)
열정적인,,adjective,passionate,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),갈망/그리움 (Desire/Longing)
애잔하다,,adjective,pathetic,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
한심하다,,adjective,pathetic,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),슬픔/비탄 (Sadness/Grief)
애처롭다,,adjective,pathetic,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
평안,,noun,peace,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
평안하다,,adjective,peaceful,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
평화롭다,,adjective,peaceful,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
묘하다,,adjective,peculiar,1,Rhee_Ko_2013,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),놀라움/당황 (Surprise/Bewilderment)
기묘하다,,adjective,peculiar,1,Rhee_Ko_2013,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),놀라움/당황 (Surprise/Bewilderment)
기묘함,,noun,peculiarity,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),놀라움/당황 (Surprise/Bewilderment)
묘함,,noun,peculiarity,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),놀라움/당황 (Surprise/Bewilderment)
회개,,noun,penitence,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
뉘우침,,noun,penitence,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회오,,noun,penitence,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
반성하는,,adjective,penitent,1,,,,,Neutral,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회개하는,,adjective,penitent,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
뉘우치는,,adjective,penitent,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
곤혹스럽다,,adjective,perplexing,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황스럽다,,adjective,perplexing,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹스럽다,,adjective,perplexing,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
성가시다,,adjective,pesky,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
비관,,noun,pessimism,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
겁에 질린,,adjective,petrified,1,,,Morgan_Heise_1988,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
성마름,,noun,petulance,1,,,Storm_Storm_1987,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
안쓰럽다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
딱하다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
가엾다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
가련하다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
불쌍하다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
측은하다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
연민하는,,adjective,piteous,1,,,,,Neutral,Negative,사랑/애정 (Love/Affection),슬픔/비탄 (Sadness/Grief)
애련하다,,adjective,piteous,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
가련,,noun,piteousness,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
불쌍함,,noun,piteousness,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애닯다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
가엾다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
불쌍하다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애잔하다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애처롭다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
딱하다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
한심하다,,adjective,pitiful,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),슬픔/비탄 (Sadness/Grief)
측은하다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애달프다,,adjective,pitiful,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
한심함,,noun,pitifulness,1,KOTE,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),슬픔/비탄 (Sadness/Grief)
애잔함,,noun,pitifulness,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
두근두근,,noun,pitpat,1,Rhee_Ko_2013,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
애달픔,,noun,pity,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
연민,,noun,pity,1,Park_Min_2005,,,,Neutral,Negative,사랑/애정 (Love/Affection),슬픔/비탄 (Sadness/Grief)
연민하다,,verb,pity,1,,,,,Neutral,Negative,사랑/애정 (Love/Affection),슬픔/비탄 (Sadness/Grief)
가여움,,noun,pity,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
딱함,,noun,pity,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애련,,noun,pity,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
측은함,,noun,pity,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
유감,,noun,pity,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),슬픔/비탄 (Sadness/Grief)
차분하다,,adjective,placid,1,Rhee_Ko_2013,,,,Positive,Neutral,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
차분함,,noun,placidity,1,,,,,Positive,Neutral,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
즐겁다,,adjective,pleasant,1,Park_Min_2005,KOTE,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
기쁘다,,adjective,pleased,1,,,Baron-Cohen_2010,Morgan_Heise_1988,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
쾌감,,noun,pleasure,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
쾌락,,noun,pleasure,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
풍성하다,,adjective,plentiful,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
칭찬,,noun,praise,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
찬사,,noun,praise,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
대단하다,,adjective,praiseworthy,1,Rhee_Ko_2013,KOTE,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
기원하다,,verb,pray,1,Rhee_Ko_2013,,,,Positive,Positive,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
기원,,noun,prayer,1,,,,,Positive,Positive,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
소중하다,,adjective,precious,1,Rhee_Ko_2013,,,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
소중함,,noun,preciousness,1,KOTE,,,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
선호하다,,verb,prefer,1,Park_Min_2005,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
선호,,noun,preference,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
예쁨,,noun,prettiness,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
예쁘다,,adjective,pretty,1,Rhee_Ko_2013,KOTE,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
뜨끔하다,,adjective,pricked,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),수치/죄책감 (Shame/Guilt)
자만심,,noun,pride,1,Park_Min_2005,,,,Negative,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
자랑스러움,,noun,pride,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
자긍심,,noun,pride,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
자긍,,noun,pride,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
긍지,,noun,pride,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
방어적이다,,adjective,protective,1,,,Baron-Cohen_2010,,Neutral,Positive,중립/인지 (Neutral/Cognitive),자부심/자신감 (Pride/Confidence)
자랑스럽다,,adjective,proud,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
우쭐함,,noun,proudness,1,KOTE,,,,Negative,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
신중하다,,adjective,prudent,1,Rhee_Ko_2013,,,,Neutral,Neutral,평온/안정 (Calm/Comfort),중립/인지 (Neutral/Cognitive)
순수하다,,adjective,pure,1,Rhee_Ko_2013,,,,Positive,Positive,사랑/애정 (Love/Affection),자부심/자신감 (Pride/Confidence)
재촉,,noun,push,1,KOTE,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
얼떨떨하다,,adjective,puzzled,1,,,Baron-Cohen_2010,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
어리둥절하다,,adjective,puzzled,1,,,Baron-Cohen_2010,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황,,noun,puzzlement,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
곤혹,,noun,puzzlement,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹,,noun,puzzlement,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
어리둥절,,noun,puzzlement,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
곤혹스럽다,,adjective,puzzling,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황스럽다,,adjective,puzzling,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹스럽다,,adjective,puzzling,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
주눅들다,quail (at),verb,quail,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),두려움/불안 (Fear/Anxiety)
미심쩍다,,adjective,questionable,1,,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
의심쩍다,,adjective,questionable,1,KOTE,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
미심쩍어하는,,adjective,questioning,1,,,Baron-Cohen_2010,,Negative,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
격분,,noun,rage,1,KOTE,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
기고만장,,noun,rage,1,,,,,Negative,Negative,자부심/자신감 (Pride/Confidence),분노/짜증 (Anger/Irritation)
역정,,noun,rage,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
격노,,noun,rage,1,KOTE,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
역정내는,,adjective,raged,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
황홀,,noun,rapture,1,KOTE,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
황홀하다,,adjective,raptured,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
든든하다,,adjective,reassured,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),평온/안정 (Calm/Comfort)
반항심,,noun,rebelliousness,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
책망,,noun,rebuke,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
질책,,noun,rebuke,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
질책하다,,verb,rebuke,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
책망하다,,verb,rebuke,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
반성하다,,verb,reflect,1,,,,,Neutral,Neutral,수치/죄책감 (Shame/Guilt),중립/인지 (Neutral/Cognitive)
반성,,noun,reflection,1,,,,,Neutral,Neutral,수치/죄책감 (Shame/Guilt),중립/인지 (Neutral/Cognitive)
거뜬하다,,adjective,refreshed,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),기쁨 (Joy/Happiness)
상큼하다,,adjective,refreshing,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
상큼하다,,adjective,refreshing,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
상큼함,,noun,refreshingness,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
상큼함,,noun,refreshingness,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
거부,,noun,refusal,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
후회하다,,verb,regret,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
뉘우치다,,verb,regret,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
유감,,noun,regret,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),수치/죄책감 (Shame/Guilt)
후회,,noun,regret,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
후회하는,,adjective,regretful,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
뉘우치는,,adjective,regretful,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
유감스러운,,adjective,regretful,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),수치/죄책감 (Shame/Guilt)
거절된,,adjective,rejected,1,,,Baron-Cohen_2010,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
희희낙락하다,,verb,rejoice,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
희희낙락하는,,adjective,rejoiced,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
여유있다,,adjective,relaxed,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),평온/안정 (Calm/Comfort)
편안하다,,adjective,relaxed,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
안도,,noun,relief,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
안심,,noun,relief,1,Park_Min_2005,KOTE,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
후련함,,noun,relief,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
후련하다,,adjective,relieved,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
안심하는,,adjective,relieved,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
단념,,noun,relinquishment,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
희열,,noun,relish,1,Park_Min_2005,KOTE,,,Positive,Positive,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
즐기다,,verb,relish,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
즐거움,,noun,relish,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
낙,,noun,relish,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
거부감,,noun,reluctance,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
떠름하다,,adjective,reluctant,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
마지못하다,,adjective,reluctant,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
마지못함,,noun,relunctance,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
후회,,noun,remorse,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회한,,noun,remorse,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
후회하는,,adjective,remorseful,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
후회하는,,adjective,remorseful,1,,,Morgan_Heise_1988,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
반성하다,,verb,repent,1,,,,,Neutral,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
뉘우치다,,verb,repent,1,Park_Min_2005,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회개하다,,verb,repent,1,,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회개,,noun,repentance,1,Park_Min_2005,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
반성,,noun,repentance,1,,,,,Neutral,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
뉘우치는,,adjective,repentant,1,,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
반성하는,,adjective,repentant,1,,,,,Neutral,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회개하는,,adjective,repentant,1,,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
책망하다,,verb,reprimand,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
질책하다,,verb,reprimand,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
질책,,noun,reproach,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
질책하다,,verb,reproach,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
책망,,noun,reproach,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
책망하다,,verb,reproach,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
혐오,,noun,repugnance,1,KOTE,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
혐오하는,,adjective,repugnant,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
역겹다,,adjective,repulsed,1,Park_Min_2005,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
역겹다,,adjective,repulsive,1,Park_Min_2005,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
원망하다,,verb,resent,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분개하다,,verb,resent,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분개하는,,adjective,resentful,1,,,Morgan_Heise_1988,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
통분하다,,adjective,resentful,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
원망하는,,adjective,resentful,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
원통하다,,adjective,resentful,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분하다,,adjective,resentful,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
억울하다,,adjective,resentful,1,,,Morgan_Heise_1988,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
원한,,noun,resentment,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
원망,,noun,resentment,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분개,,noun,resentment,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분개,,noun,resentment,1,KOTE,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
억울함,,noun,resentment,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분,,noun,resentment,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분함,,noun,resentment,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분,,noun,resentment,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
울분,,noun,resentment,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),분노/짜증 (Anger/Irritation)
체념하다,,verb,resign,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
체념,,noun,resignation,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
참다,,verb,resist,1,Rhee_Ko_2013,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
결연하다,,adjective,resolute,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
결연함,,noun,resoluteness,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
결심,,noun,resolution,1,KOTE,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
존중,,noun,respect,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
,책임이 있는,adjective,responsible,0,,,Baron-Cohen_2010,,,Positive,,존경/감탄 (Admiration/Gratitude)
초조하다,,adjective,restless,1,,,Baron-Cohen_2010,,Negative,Negative,두려움/불안 (Fear/Anxiety),분노/짜증 (Anger/Irritation)
초조,,noun,restlessness,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),분노/짜증 (Anger/Irritation)
숭상하다,,verb,revere,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
숭상,,noun,reverence,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
